State abbreviation,Grade,Subject,Parent Standard ID,Standard ID,Level,Standard Order,Standard Number,Standard Category,Standard Text,Adopted Year,Corresponding CA CCSS for ELA/Literacy
CA,8,English Language Learners,8557fbb6-ccb9-4b1d-a82e-26df6106f338,577ca4ce-7c5a-459d-a2c3-12e0617ed209,4,'13303518002004003000,I.B.8.B.,Mode of Communication,Bridging,2012,
CA,8,English Language Learners,577ca4ce-7c5a-459d-a2c3-12e0617ed209,5b2d2bd3-22ad-45e8-9dbe-af11b226d99d,5,'13303518002004003001,I.B.8.B.a.,Mode of Communication,"Explain how phrasing or different words with similar meanings (e.g., cunning versus smart, stammer versus say) or figurative language (e.g., Let me throw some light onto the topic.) produce shades of meaning, nuances, and different effects on the audience.",2012,"RL.8.4, RL.8.5, RI.8.4, RI.8.5, RH.8.4, RH.8.5, RST.8.4, RST.8.5, SL.8.3, L.8.3, L.8.5, L.8.6"
CA,8,English Language Learners,9808dc2f-4c0b-4de1-b42e-78349a3b0714,13d21029-df14-46f7-890c-80f95a1c00fb,2,'13303518003000000000,I.C.,Mode of Communication,Productive,2012,
CA,8,English Language Learners,13d21029-df14-46f7-890c-80f95a1c00fb,6d31f47b-0a41-4cda-98dd-eb4b7c85961d,3,'13303518003001000000,I.C.9.,Mode of Communication,Expressing information and ideas in formal oral presentations on academic topics,2012,"SL.8.4, SL.8.5, SL.8.6, L.8.1, L.8.3"
CA,8,English Language Learners,6d31f47b-0a41-4cda-98dd-eb4b7c85961d,82a29776-b775-49ab-bd15-5d982f1d5281,4,'13303518003001001000,I.C.9.EM.,Mode of Communication,Emerging,2012,
CA,8,English Language Learners,82a29776-b775-49ab-bd15-5d982f1d5281,35ac67dc-276e-4042-8107-9734ade21111,5,'13303518003001001001,I.C.9.EM.a.,Mode of Communication,Plan and deliver brief informative oral presentations on concrete topics.,2012,"SL.8.4, SL.8.5, SL.8.6, L.8.1, L.8.3"
CA,8,English Language Learners,6d31f47b-0a41-4cda-98dd-eb4b7c85961d,c0704bc6-1c59-4423-aefb-4d5efc74a9d5,4,'13303518003001002000,I.C.9.EX.,Mode of Communication,Expanding,2012,
CA,8,English Language Learners,c0704bc6-1c59-4423-aefb-4d5efc74a9d5,8aa75905-b536-42b7-87d6-8e9f57df152c,5,'13303518003001002001,I.C.9.EX.a.,Mode of Communication,Plan and deliver longer oral presentations on a variety of topics using details and evidence to support ideas.,2012,"SL.8.4, SL.8.5, SL.8.6, L.8.1, L.8.3"
CA,8,English Language Learners,6d31f47b-0a41-4cda-98dd-eb4b7c85961d,b59f5108-a4b8-4fdb-9beb-ed6adcd56d15,4,'13303518003001003000,I.C.9.B.,Mode of Communication,Bridging,2012,
CA,8,English Language Learners,b59f5108-a4b8-4fdb-9beb-ed6adcd56d15,1f3660ce-6c9c-4b77-b36e-5184c38e6927,5,'13303518003001003001,I.C.9.B.a.,Mode of Communication,Plan and deliver longer oral presentations on a variety of concrete and abstract topics using reasoning and evidence to support ideas and using a growing understanding of register.,2012,"SL.8.4, SL.8.5, SL.8.6, L.8.1, L.8.3"
CA,8,English Language Learners,13d21029-df14-46f7-890c-80f95a1c00fb,36055192-4cc9-4e40-9c1e-94949870cd44,3,'13303518003002000000,I.C.10.,Mode of Communication,"Writing literary and informational texts to present, describe, and explain ideas and information, using appropriate technology",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.6, W.8.7, W.8.8, W.8.9, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.6, WHST.8.7, WHST.8.8, WHST.8.9, WHST.8.10, L.8.1, L.8.2, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,36055192-4cc9-4e40-9c1e-94949870cd44,da3ad09d-9ef5-470e-8728-3476ddd7f7b5,4,'13303518003002001000,I.C.10.EM.,Mode of Communication,Emerging,2012,
CA,8,English Language Learners,da3ad09d-9ef5-470e-8728-3476ddd7f7b5,b03a6d88-9977-4ec0-a145-dc1cd878335b,5,'13303518003002001001,I.C.10.EM.a.,Mode of Communication,"Write short literary and informational texts (e.g., an argument about whether the government should fund research using stem cells) collaboratively (e.g., with peers) and independently.",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.6, W.8.7, W.8.8, W.8.9, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.6, WHST.8.7, WHST.8.8, WHST.8.9, WHST.8.10, L.8.1, L.8.2, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,da3ad09d-9ef5-470e-8728-3476ddd7f7b5,5e2c377a-23b8-4055-be6d-0c51e5166f15,5,'13303518003002001002,I.C.10.EM.b.,Mode of Communication,"Write brief summaries of texts and experiences using complete sentences and key words (e.g., from notes or graphic organizers).",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.6, W.8.7, W.8.8, W.8.9, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.6, WHST.8.7, WHST.8.8, WHST.8.9, WHST.8.10, L.8.1, L.8.2, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,36055192-4cc9-4e40-9c1e-94949870cd44,a3ce9260-9834-4f53-9c46-8407dece4321,4,'13303518003002002000,I.C.10.EX.,Mode of Communication,Expanding,2012,
CA,8,English Language Learners,a3ce9260-9834-4f53-9c46-8407dece4321,921f6c72-d38c-4cda-bebe-d9417088c4d7,5,'13303518003002002001,I.C.10.EX.a.,Mode of Communication,"Write longer literary and informational texts (e.g., an argument about whether the government should fund research using stem cells) collaboratively (e.g., with peers) and independently using appropriate text organization.",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.6, W.8.7, W.8.8, W.8.9, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.6, WHST.8.7, WHST.8.8, WHST.8.9, WHST.8.10, L.8.1, L.8.2, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,a3ce9260-9834-4f53-9c46-8407dece4321,69e7faa3-1a7c-40ee-aef5-c0ae45f94063,5,'13303518003002002002,I.C.10.EX.b.,Mode of Communication,"Write increasingly concise summaries of texts and experiences using complete sentences and key words (e.g., from notes or graphic organizers).",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.6, W.8.7, W.8.8, W.8.9, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.6, WHST.8.7, WHST.8.8, WHST.8.9, WHST.8.10, L.8.1, L.8.2, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,36055192-4cc9-4e40-9c1e-94949870cd44,4e7f57a4-b772-4bd4-89c5-80e2052d01cf,4,'13303518003002003000,I.C.10.B.,Mode of Communication,Bridging,2012,
CA,8,English Language Learners,4e7f57a4-b772-4bd4-89c5-80e2052d01cf,968b23e2-34d3-4fe5-be1d-1950784dea72,5,'13303518003002003001,I.C.10.B.a.,Mode of Communication,"Write longer and more detailed literary and informational texts (e.g., an argument about whether the government should fund research using stem cells) collaboratively (e.g., with peers) and independently using appropriate text organization and growing understanding of register.",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.6, W.8.7, W.8.8, W.8.9, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.6, WHST.8.7, WHST.8.8, WHST.8.9, WHST.8.10, L.8.1, L.8.2, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,4e7f57a4-b772-4bd4-89c5-80e2052d01cf,a076763a-31f5-44f8-9b31-06ef1355c059,5,'13303518003002003002,I.C.10.B.b.,Mode of Communication,"Write clear and coherent summaries of texts and experiences using complete and concise sentences and key words (e.g., from notes or graphic organizers).",2012,"W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.6, W.8.7, W.8.8, W.8.9, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.6, WHST.8.7, WHST.8.8, WHST.8.9, WHST.8.10, L.8.1, L.8.2, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,13d21029-df14-46f7-890c-80f95a1c00fb,ea5ad939-cc63-4c62-af62-14e31aaaab01,3,'13303518003003000000,I.C.11.,Mode of Communication,Justifying own arguments and evaluating others’ arguments in writing,2012,"W.8.1, W.8.8, W.8.9, WHST.8.1, WHST.8.8, WHST.8.9, L.8.1, L.8.2, L.8.3, L.8.6"
CA,8,English Language Learners,ea5ad939-cc63-4c62-af62-14e31aaaab01,f4063711-8988-469e-aa57-9f3f8479625a,4,'13303518003003001000,I.C.11.EM.,Mode of Communication,Emerging,2012,
CA,8,English Language Learners,f4063711-8988-469e-aa57-9f3f8479625a,6793d19b-a58f-419c-be10-d39af6881ef3,5,'13303518003003001001,I.C.11.EM.a.,Mode of Communication,Justify opinions by providing some textual evidence or relevant background knowledge with substantial support.,2012,"W.8.1, W.8.8, W.8.9, WHST.8.1, WHST.8.8, WHST.8.9, L.8.1, L.8.2, L.8.3, L.8.6"
CA,8,English Language Learners,f4063711-8988-469e-aa57-9f3f8479625a,df233798-1db2-4b1b-a864-c696b7ca8725,5,'13303518003003001002,I.C.11.EM.b.,Mode of Communication,"Express attitude and opinions or temper statements with familiar modal expressions (e.g., can, may).",2012,"W.8.1, W.8.8, W.8.9, WHST.8.1, WHST.8.8, WHST.8.9, L.8.1, L.8.2, L.8.3, L.8.6"
CA,8,English Language Learners,ea5ad939-cc63-4c62-af62-14e31aaaab01,9ba9be3e-3228-42c9-adee-bd2a11472d44,4,'13303518003003002000,I.C.11.EX.,Mode of Communication,Expanding,2012,
CA,8,English Language Learners,9ba9be3e-3228-42c9-adee-bd2a11472d44,16936cc8-56ba-4646-b8a9-0818ee56df78,5,'13303518003003002001,I.C.11.EX.a.,Mode of Communication,Justify opinions or persuade others by providing relevant textual evidence or relevant background knowledge with moderate support.,2012,"W.8.1, W.8.8, W.8.9, WHST.8.1, WHST.8.8, WHST.8.9, L.8.1, L.8.2, L.8.3, L.8.6"
CA,8,English Language Learners,9ba9be3e-3228-42c9-adee-bd2a11472d44,73c7af5a-16bd-4a05-9229-e41f3abff003,5,'13303518003003002002,I.C.11.EX.b.,Mode of Communication,"Express attitude and opinions or temper statements with a variety of familiar modal expressions (e.g., possibly/likely, could/would).",2012,"W.8.1, W.8.8, W.8.9, WHST.8.1, WHST.8.8, WHST.8.9, L.8.1, L.8.2, L.8.3, L.8.6"
CA,8,English Language Learners,ea5ad939-cc63-4c62-af62-14e31aaaab01,214aa018-86ef-4563-9e35-5db33d3526b8,4,'13303518003003003000,I.C.11.B.,Mode of Communication,Bridging,2012,
CA,8,English Language Learners,214aa018-86ef-4563-9e35-5db33d3526b8,31bfe2f9-a812-4004-b0e9-ef454350c00e,5,'13303518003003003001,I.C.11.B.a.,Mode of Communication,Justify opinions or persuade others by providing detailed and relevant textual evidence or relevant background knowledge with light support.,2012,"W.8.1, W.8.8, W.8.9, WHST.8.1, WHST.8.8, WHST.8.9, L.8.1, L.8.2, L.8.3, L.8.6"
CA,8,English Language Learners,214aa018-86ef-4563-9e35-5db33d3526b8,ed7604e7-fcd6-4eff-841f-92fb7feb8bce,5,'13303518003003003002,I.C.11.B.b.,Mode of Communication,"Express attitude and opinions or temper statements with nuanced modal expressions (e.g., potentially/certainly/absolutely, should/might).",2012,"W.8.1, W.8.8, W.8.9, WHST.8.1, WHST.8.8, WHST.8.9, L.8.1, L.8.2, L.8.3, L.8.6"
CA,8,English Language Learners,13d21029-df14-46f7-890c-80f95a1c00fb,478ce37d-0e00-4f5d-842b-7a5224ae0cea,3,'13303518003004000000,I.C.12.,Mode of Communication,Selecting and applying varied and precise vocabulary and language structures to effectively convey ideas,2012,"W.8.4, W.8.5, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.5, L.8.6"
CA,8,English Language Learners,478ce37d-0e00-4f5d-842b-7a5224ae0cea,8dae08db-2b12-4c26-8de7-0a42e2c0a264,4,'13303518003004001000,I.C.12.EM.,Mode of Communication,Emerging,2012,
CA,8,English Language Learners,8dae08db-2b12-4c26-8de7-0a42e2c0a264,714b7022-7a60-4010-a20e-a2c1acd85690,5,'13303518003004001001,I.C.12.EM.a.,Mode of Communication,"Use a select number of general academic words (e.g., specific, contrast) and domain_specific words (e.g., scene, cell, fraction) to create some precision while speaking and writing.",2012,"W.8.4, W.8.5, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.5, L.8.6"
CA,8,English Language Learners,8dae08db-2b12-4c26-8de7-0a42e2c0a264,f51a2df7-3ba1-4ebb-9ac7-a9caa614c85b,5,'13303518003004001002,I.C.12.EM.b.,Mode of Communication,"Use knowledge of morphology to appropriately select affixes in basic ways (e.g., She likes X. He walked to school.).",2012,"W.8.4, W.8.5, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.5, L.8.6"
CA,8,English Language Learners,478ce37d-0e00-4f5d-842b-7a5224ae0cea,230c5705-0334-44ed-a63b-39f34cbd1654,4,'13303518003004002000,I.C.12.EX.,Mode of Communication,Expanding,2012,
CA,8,English Language Learners,230c5705-0334-44ed-a63b-39f34cbd1654,5587fb04-f185-416a-8b06-28710364f92e,5,'13303518003004002001,I.C.12.EX.a.,Mode of Communication,"Use a growing set of academic words (e.g., specific, contrast, significant, function), domain_specific words (e.g., scene, irony, suspense, analogy, cell membrane, fraction), synonyms, and antonyms to create precision and shades of meaning while speaking and writing.",2012,"W.8.4, W.8.5, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.5, L.8.6"
CA,8,English Language Learners,230c5705-0334-44ed-a63b-39f34cbd1654,a0091d77-1ebf-4375-a2ef-ce533cee3a2c,5,'13303518003004002002,I.C.12.EX.b.,Mode of Communication,"Use knowledge of morphology to appropriately select affixes in a growing number of ways to manipulate language (e.g., She likes walking to school. That’s impossible.).",2012,"W.8.4, W.8.5, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.5, L.8.6"
CA,8,English Language Learners,478ce37d-0e00-4f5d-842b-7a5224ae0cea,6a2a95e2-3a30-4c52-bfd8-04a58102771e,4,'13303518003004003000,I.C.12.B.,Mode of Communication,Bridging,2012,
CA,8,English Language Learners,6a2a95e2-3a30-4c52-bfd8-04a58102771e,6a1acdad-dbce-472f-9b38-4cfb1e58017d,5,'13303518003004003001,I.C.12.B.a.,Mode of Communication,"Use an expanded set of general academic words (e.g., specific, contrast, significant, function, adequate, analysis), domain_specific words (e.g., scene, irony, suspense, analogy, cell membrane, fraction), synonyms, antonyms, and figurative language to create precision and shades of meaning while speaking and writing.",2012,"W.8.4, W.8.5, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.5, L.8.6"
CA,8,English Language Learners,6a2a95e2-3a30-4c52-bfd8-04a58102771e,853a38c3-cd64-49d5-bf20-73502cf43e1f,5,'13303518003004003002,I.C.12.B.b.,Mode of Communication,"Use knowledge of morphology to appropriately select affixes in a variety of ways to manipulate language (e.g., changing destroy _> destruction, probably _> probability, reluctant _> reluctantly).",2012,"W.8.4, W.8.5, WHST.8.4, WHST.8.5, SL.8.4, SL.8.6, L.8.1, L.8.3, L.8.5, L.8.6"
CA,8,English Language Learners,0,a62ca3ba-4e1d-4df6-b51f-d409e6d9ef78,1,'13303519000000000000,CA.II.,Knowledge of Language,Part II: Learning About How English Works,2012,
CA,8,English Language Learners,a62ca3ba-4e1d-4df6-b51f-d409e6d9ef78,7aff2032-d5fb-45b8-80a4-333be558ddab,2,'13303519001000000000,II.A.,Knowledge of Language,Structuring Cohesive Texts,2012,
CA,8,English Language Learners,7aff2032-d5fb-45b8-80a4-333be558ddab,bd889bf7-9e35-4b98-ac98-62ba5b2c792e,3,'13303519001001000000,II.A.1.,Knowledge of Language,Understanding text structure,2012,"RL.8.5, RI.8.5, RH.8.5, RST.8.5, W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.10, SL.8.4"
CA,8,English Language Learners,bd889bf7-9e35-4b98-ac98-62ba5b2c792e,ef65d36d-978c-4bdf-a870-ad608cdfe794,4,'13303519001001001000,II.A.1.EM.,Knowledge of Language,Emerging,2012,
CA,8,English Language Learners,ef65d36d-978c-4bdf-a870-ad608cdfe794,13477801-dc52-4f36-8f30-1bb1e5542b1d,5,'13303519001001001001,II.A.1.EM.a.,Knowledge of Language,"Apply understanding of how different text types are organized to express ideas (e.g., how narratives are organized sequentially) to comprehending texts and to writing brief arguments, informative/ explanatory texts and narratives.",2012,"RL.8.5, RI.8.5, RH.8.5, RST.8.5, W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.10, SL.8.4"
CA,8,English Language Learners,bd889bf7-9e35-4b98-ac98-62ba5b2c792e,9975b7f5-5642-49ed-b18e-48c621482847,4,'13303519001001002000,II.A.1.EX.,Knowledge of Language,Expanding,2012,
CA,8,English Language Learners,9975b7f5-5642-49ed-b18e-48c621482847,906adeab-38fa-40fb-b629-bcaea0a99ebe,5,'13303519001001002001,II.A.1.EX.a.,Knowledge of Language,"Apply understanding of the organizational features of different text types (e.g., how narratives are organized by an event sequence that unfolds naturally versus how arguments are organized around reasons and evidence) to comprehending texts and to writing increasingly clear and coherent arguments, informative/explanatory texts and narratives.",2012,"RL.8.5, RI.8.5, RH.8.5, RST.8.5, W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.10, SL.8.4"
CA,8,English Language Learners,bd889bf7-9e35-4b98-ac98-62ba5b2c792e,7013b565-46e2-454e-b53a-4d4ae72aa0ae,4,'13303519001001003000,II.A.1.B.,Knowledge of Language,Bridging,2012,
CA,8,English Language Learners,7013b565-46e2-454e-b53a-4d4ae72aa0ae,fc7bf205-20d0-4a79-a304-4048748c447b,5,'13303519001001003001,II.A.1.B.a.,Knowledge of Language,"Apply understanding of the organizational structure of different text types (e.g., how narratives are organized by an event sequence that unfolds naturally versus how arguments are organized around reasons and evidence) to comprehending texts and to writing clear and cohesive arguments, informative/explanatory texts and narratives.",2012,"RL.8.5, RI.8.5, RH.8.5, RST.8.5, W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.10, SL.8.4"
CA,8,English Language Learners,7aff2032-d5fb-45b8-80a4-333be558ddab,cb0fc88e-9e2f-43cf-bed1-32cd157cc541,3,'13303519001002000000,II.A.2.,Knowledge of Language,Understanding cohesion,2012,"RI.8.5, RH.8.5, RST.8.5, W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.10, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,cb0fc88e-9e2f-43cf-bed1-32cd157cc541,285572fd-b3c8-4242-b865-ccd0f2d76046,4,'13303519001002001000,II.A.2.EM.,Knowledge of Language,Emerging,2012,
CA,8,English Language Learners,285572fd-b3c8-4242-b865-ccd0f2d76046,6f5c6d0e-d024-47f8-b92c-28de2657fab9,5,'13303519001002001001,II.A.2.EM.a.,Knowledge of Language,"Apply knowledge of familiar language resources for referring to make texts more cohesive (e.g., how pronouns refer back to nouns in text) to comprehending and writing brief texts.",2012,"RI.8.5, RH.8.5, RST.8.5, W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.10, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,285572fd-b3c8-4242-b865-ccd0f2d76046,66f94c73-2cfe-4f3b-b1db-9c9fe3c73ea2,5,'13303519001002001002,II.A.2.EM.b.,Knowledge of Language,"Apply basic understanding of how ideas, events, or reasons are linked throughout a text using everyday connecting words or phrases (e.g., at the end, next) to comprehending and writing brief texts.",2012,"RI.8.5, RH.8.5, RST.8.5, W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.10, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,cb0fc88e-9e2f-43cf-bed1-32cd157cc541,b877d8ef-9371-48b7-980c-22d93daba2e9,4,'13303519001002002000,II.A.2.EX.,Knowledge of Language,Expanding,2012,
CA,8,English Language Learners,b877d8ef-9371-48b7-980c-22d93daba2e9,c8213a5e-9a19-4e72-8184-74a4d0219045,5,'13303519001002002001,II.A.2.EX.a.,Knowledge of Language,"Apply knowledge of familiar language resources for referring to make texts more cohesive (e.g., how pronouns refer back to nouns in text, how using synonyms helps avoid repetition) to comprehending and writing texts with increasing cohesion.",2012,"RI.8.5, RH.8.5, RST.8.5, W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.10, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,b877d8ef-9371-48b7-980c-22d93daba2e9,2be34f1b-c0a1-4979-8d16-c1f312f6a5da,5,'13303519001002002002,II.A.2.EX.b.,Knowledge of Language,"Apply growing understanding of how ideas, events, or reasons are linked throughout a text using a variety of connecting words or phrases (e.g., for example, as a result, on the other hand) to comprehending and writing texts with increasing cohesion.",2012,"RI.8.5, RH.8.5, RST.8.5, W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.10, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,cb0fc88e-9e2f-43cf-bed1-32cd157cc541,41701ddc-1da0-4c65-b922-622e352938b0,4,'13303519001002003000,II.A.2.B.,Knowledge of Language,Bridging,2012,
CA,8,English Language Learners,41701ddc-1da0-4c65-b922-622e352938b0,a30cf5b9-9a57-4740-b6b4-33d1019c2300,5,'13303519001002003001,II.A.2.B.a.,Knowledge of Language,"Apply knowledge of familiar language resources for referring to make texts more cohesive (e.g., how pronouns, synonyms, or nominalizations are used to refer backward in a text) to comprehending texts and writing cohesive texts.",2012,"RI.8.5, RH.8.5, RST.8.5, W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.10, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,41701ddc-1da0-4c65-b922-622e352938b0,3445e61c-c645-4d4e-81b8-2fd252ca5c0c,5,'13303519001002003002,II.A.2.B.b.,Knowledge of Language,"Apply increasing understanding of how ideas, events, or reasons are linked throughout a text using an increasing variety of academic connecting and transitional words or phrases (e.g., for instance, in addition, consequently) to comprehending and writing texts with increasing cohesion.",2012,"RI.8.5, RH.8.5, RST.8.5, W.8.1, W.8.2, W.8.3, W.8.4, W.8.5, W.8.10, WHST.8.1, WHST.8.2, WHST.8.4, WHST.8.5, WHST.8.10, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,a62ca3ba-4e1d-4df6-b51f-d409e6d9ef78,38fcab55-310a-49b4-b611-ee03eaff8740,2,'13303519002000000000,II.B.,Knowledge of Language,Expanding and Enriching Ideas,2012,
CA,8,English Language Learners,38fcab55-310a-49b4-b611-ee03eaff8740,0acd8094-45f0-443d-97b0-c72f20ca2908,3,'13303519002001000000,II.B.3.,Knowledge of Language,Using verbs and verb phrases,2012,"W.8.5, WHST.8.5, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,0acd8094-45f0-443d-97b0-c72f20ca2908,03b4edf5-a6dd-4505-a858-5234a55b80cd,4,'13303519002001001000,II.B.3.EM.,Knowledge of Language,Emerging,2012,
CA,8,English Language Learners,03b4edf5-a6dd-4505-a858-5234a55b80cd,f673bd7f-8b90-4624-9592-b7a8bf097d68,5,'13303519002001001001,II.B.3.EM.a.,Knowledge of Language,"Use a variety of verbs in different tenses (e.g., present, past, future) and aspects (e.g., simple, progressive) appropriate for the text type and discipline (e.g., simple past and past progressive for recounting an experience) on familiar topics.",2012,"W.8.5, WHST.8.5, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,0acd8094-45f0-443d-97b0-c72f20ca2908,ed290bac-ba1e-46c3-8208-c269519d248b,4,'13303519002001002000,II.B.3.EX.,Knowledge of Language,Expanding,2012,
CA,8,English Language Learners,ed290bac-ba1e-46c3-8208-c269519d248b,0cc7a201-f9d7-4337-be36-c514e2d0f78f,5,'13303519002001002001,II.B.3.EX.a.,Knowledge of Language,"Use a variety of verbs in different tenses (e.g., present, past, future) and aspects (e.g., simple, progressive, perfect) appropriate for the task, text type, and discipline (e.g., the present perfect to describe previously made claims or conclusions) on an increasing variety of topics.",2012,"W.8.5, WHST.8.5, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,0acd8094-45f0-443d-97b0-c72f20ca2908,3e11fdbf-4901-4e5f-9c48-a249c82d84d6,4,'13303519002001003000,II.B.3.B.,Knowledge of Language,Bridging,2012,
CA,8,English Language Learners,3e11fdbf-4901-4e5f-9c48-a249c82d84d6,f3bb4208-f25f-4984-9b76-adcb60eae5c1,5,'13303519002001003001,II.B.3.B.a.,Knowledge of Language,"Use a variety of verbs in different tenses (e.g., present, past, future), aspects (e.g., simple, progressive, perfect), voices (active and passive), and moods (e.g., declarative, interrogative, subjunctive) appropriate for the task, text type, and discipline (e.g., the passive voice in simple past to describe the methods of a scientific experiment) on a variety of topics.",2012,"W.8.5, WHST.8.5, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,38fcab55-310a-49b4-b611-ee03eaff8740,c1612920-4ea6-41b1-910c-8c493fa7036b,3,'13303519002002000000,II.B.4.,Knowledge of Language,Using nouns and noun phrases,2012,"W.8.5, WHST.8.5, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,c1612920-4ea6-41b1-910c-8c493fa7036b,bfa6a32a-c0e8-46e2-819a-db3e762b018b,4,'13303519002002001000,II.B.4.EM.,Knowledge of Language,Emerging,2012,
CA,8,English Language Learners,bfa6a32a-c0e8-46e2-819a-db3e762b018b,ac286fab-6eac-4737-a361-c8a7633b4b94,5,'13303519002002001001,II.B.4.EM.a.,Knowledge of Language,"Expand noun phrases in basic ways (e.g., adding a sensory adjective to a noun) in order to enrich the meaning of sentences and add details about ideas, people, things, etc.",2012,"W.8.5, WHST.8.5, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
CA,8,English Language Learners,c1612920-4ea6-41b1-910c-8c493fa7036b,b8dd4a0c-033f-46a9-80d9-923e5e8aa142,4,'13303519002002002000,II.B.4.EX.,Knowledge of Language,Expanding,2012,
CA,8,English Language Learners,b8dd4a0c-033f-46a9-80d9-923e5e8aa142,3ad56a7f-a83a-4741-bea1-ed478a094fcc,5,'13303519002002002001,II.B.4.EX.a.,Knowledge of Language,"Expand noun phrases in a growing number of ways (e.g., adding prepositional or adjective phrases) in order to enrich the meaning of sentences and add details about ideas, people, things, etc.",2012,"W.8.5, WHST.8.5, SL.8.6, L.8.1, L.8.3, L.8.4, L.8.5, L.8.6"
